City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
528,Siloam Springs,US,36.1881,-94.5405,52.63,66,40,9.22,scattered clouds,2022-03-26 02:05:37
529,Domoni,KM,-12.2569,44.5319,80.33,85,33,5.26,scattered clouds,2022-03-26 02:05:37
530,San Luis,AR,-33.295,-66.3356,53.73,41,0,7.34,clear sky,2022-03-26 02:01:34
531,Altay,CN,47.8667,88.1167,23.9,57,7,4.85,clear sky,2022-03-26 01:57:33
532,Ampanihy,MG,-24.7,44.75,69.91,97,9,3.74,clear sky,2022-03-26 02:05:38
533,Kharp,RU,66.8014,65.8081,-0.54,99,100,1.34,overcast clouds,2022-03-26 01:58:07
534,Muisne,EC,0.6,-80.0333,77.49,88,98,6.51,light rain,2022-03-26 01:58:48
535,Gamba,GA,-2.65,10.0,78.08,92,100,5.86,light rain,2022-03-26 02:05:38
536,Acarau,BR,-2.8856,-40.12,76.87,89,100,7.81,overcast clouds,2022-03-26 02:05:39
537,Schwedt,DE,53.0596,14.2815,47.52,85,10,8.61,clear sky,2022-03-26 02:05:39
538,Chimbarongo,CL,-34.7,-71.05,61.68,35,0,1.21,clear sky,2022-03-26 02:05:40
539,Ponta Delgada,PT,37.7333,-25.6667,59.72,94,75,26.46,broken clouds,2022-03-26 02:05:40
540,Krasnoslobodsk,RU,48.7072,44.5714,30.02,93,0,4.47,clear sky,2022-03-26 02:05:40
541,Chapais,CA,49.7834,-74.8492,31.78,98,100,7.18,light snow,2022-03-26 02:05:41
542,Pingzhuang,CN,42.0372,119.2889,45.97,18,0,12.62,clear sky,2022-03-26 02:05:41
543,Havre-Saint-Pierre,CA,50.2334,-63.5986,28.76,93,100,21.85,overcast clouds,2022-03-26 01:58:53
544,Langarud,IR,37.197,50.1535,47.89,87,94,4.83,overcast clouds,2022-03-26 02:05:42
545,Kismayo,SO,-0.3582,42.5454,80.78,83,4,7.34,clear sky,2022-03-26 01:59:02
546,Carutapera,BR,-1.195,-46.02,75.87,94,100,4.85,overcast clouds,2022-03-26 02:05:42
547,Arona,ES,28.0996,-16.681,57.72,67,75,5.75,broken clouds,2022-03-26 02:05:42
548,Nchelenge,ZM,-9.3451,28.734,68.22,91,27,5.1,scattered clouds,2022-03-26 02:05:43
549,Rundu,NA,-17.9333,19.7667,64.22,91,8,3.96,light rain,2022-03-26 02:05:43
550,Pangnirtung,CA,66.1451,-65.7125,13.35,93,100,5.35,overcast clouds,2022-03-26 01:58:28
551,Jibuti,DJ,11.5,42.5,73.76,70,8,2.13,clear sky,2022-03-26 02:05:43
552,Inhambane,MZ,-23.865,35.3833,75.97,90,100,3.78,moderate rain,2022-03-26 02:05:44
553,Santa Cruz Del Norte,CU,23.1539,-81.9236,72.0,64,48,13.8,scattered clouds,2022-03-26 02:05:44
554,Shitanjing,CN,39.2342,106.3439,39.49,34,1,25.93,clear sky,2022-03-26 02:05:45
555,Zeya,RU,53.75,127.2667,33.28,67,100,3.74,overcast clouds,2022-03-26 02:05:45
556,Sibolga,ID,1.7427,98.7792,82.99,64,16,0.36,few clouds,2022-03-26 02:05:45
557,Cockburn Town,TC,21.4612,-71.1419,78.13,72,78,19.13,broken clouds,2022-03-26 01:57:06
558,Regidor,CO,8.6657,-73.8215,81.9,69,37,1.72,scattered clouds,2022-03-26 02:05:46
559,Mandera,KE,3.9366,41.867,80.31,68,99,5.77,light rain,2022-03-26 01:59:32
560,Mehran,IR,33.1222,46.1646,53.02,48,1,7.2,clear sky,2022-03-26 01:57:27
561,Ballina,AU,-28.8667,153.5667,75.16,86,100,13.8,overcast clouds,2022-03-26 01:58:42
562,Mahdasht,IR,35.7299,50.8111,48.42,40,79,12.88,broken clouds,2022-03-26 02:05:47
563,Kiryas Joel,US,41.342,-74.1679,49.84,67,75,12.66,broken clouds,2022-03-26 02:05:47
564,Marawi,PH,7.9986,124.2928,80.2,62,70,3.09,broken clouds,2022-03-26 01:59:38
565,Sur,OM,22.5667,59.5289,81.03,33,2,8.48,clear sky,2022-03-26 01:53:42
566,Glendive,US,47.1053,-104.7125,40.62,38,0,13.8,clear sky,2022-03-26 02:02:15
567,Ovalle,CL,-30.5983,-71.2003,66.74,67,0,3.27,clear sky,2022-03-26 02:05:48
568,Lethem,GY,3.3803,-59.7968,79.3,74,25,11.3,scattered clouds,2022-03-26 02:05:48
569,Tammisaari,FI,59.9736,23.4339,39.11,63,9,24.58,light rain,2022-03-26 02:05:48
570,Eyl,SO,7.9803,49.8164,74.62,74,95,9.28,overcast clouds,2022-03-26 02:05:49
571,Sojitra,IN,22.55,72.7167,80.55,29,54,5.48,broken clouds,2022-03-26 02:05:49
572,Tabou,CI,4.423,-7.3528,77.76,90,97,4.27,light rain,2022-03-26 02:05:49
573,Yarkovo,RU,57.4028,67.0786,5.4,96,10,4.5,clear sky,2022-03-26 02:05:50
574,Baykit,RU,61.67,96.37,16.2,94,100,4.38,overcast clouds,2022-03-26 02:05:50
575,Visnes,NO,59.3556,5.2242,41.05,87,99,16.11,overcast clouds,2022-03-26 02:05:51
576,Togur,RU,58.3631,82.8265,18.91,85,100,17.58,overcast clouds,2022-03-26 01:59:25
577,Nazilli,TR,37.9163,28.3223,45.95,68,23,1.48,few clouds,2022-03-26 02:05:51
578,Bonavista,CA,48.6499,-53.1147,29.5,90,100,9.78,overcast clouds,2022-03-26 01:58:38
579,Warman,CA,52.3168,-106.5679,4.26,92,15,0.51,few clouds,2022-03-26 02:02:21
580,Hami,CN,42.8,93.45,40.91,31,100,11.88,overcast clouds,2022-03-26 01:57:48
581,Praia Da Vitoria,PT,38.7333,-27.0667,58.75,94,20,32.01,few clouds,2022-03-26 01:56:52
582,Kaspiyskiy,RU,45.3929,47.3707,36.34,99,100,7.63,overcast clouds,2022-03-26 02:05:52
583,Minot,US,48.2325,-101.2963,26.82,54,0,9.22,clear sky,2022-03-26 02:05:52
584,Abdanan,IR,32.9926,47.4198,45.28,48,11,4.74,few clouds,2022-03-26 02:05:53
585,Milagro,ES,42.2386,-1.764,48.87,65,99,4.97,overcast clouds,2022-03-26 02:05:53
586,Balgazyn,RU,51.0,95.2,16.5,70,92,2.26,overcast clouds,2022-03-26 02:05:53
587,Kapit,MY,2.0167,112.9333,85.01,71,99,1.32,overcast clouds,2022-03-26 02:05:54
588,Talavera De La Reina,ES,39.9635,-4.8308,49.68,88,100,10.65,overcast clouds,2022-03-26 02:05:54
589,Awjilah,LY,29.1081,21.2869,53.58,35,0,2.08,clear sky,2022-03-26 02:05:54
590,Consett,GB,54.854,-1.8316,43.97,88,4,3.49,clear sky,2022-03-26 02:05:55
591,Nemuro,JP,43.3236,145.575,36.21,90,100,14.45,overcast clouds,2022-03-26 02:05:55
592,Lucapa,AO,-8.4192,20.7447,66.09,97,100,2.21,light rain,2022-03-26 02:05:56
593,Vidim,RU,56.4088,103.1106,20.3,91,99,5.17,overcast clouds,2022-03-26 02:05:56
594,Skowhegan,US,44.7651,-69.7192,43.36,90,97,3.4,overcast clouds,2022-03-26 02:05:56
595,San Carlos De Bariloche,AR,-41.1456,-71.3082,51.55,50,0,9.22,clear sky,2022-03-26 01:59:52
596,Lagos,NG,6.5833,3.75,82.72,88,67,3.56,broken clouds,2022-03-26 01:54:04
597,Ahipara,NZ,-35.1667,173.1667,70.97,66,92,11.88,overcast clouds,2022-03-26 01:56:58
598,Dire,ML,12.2833,-10.9667,86.59,15,96,2.86,overcast clouds,2022-03-26 02:05:57
599,Belaya Gora,RU,68.5333,146.4167,7.12,86,100,12.95,overcast clouds,2022-03-26 01:58:16
600,Comodoro Rivadavia,AR,-45.8667,-67.5,49.86,76,0,5.75,clear sky,2022-03-26 01:58:56
601,Kabanjahe,ID,3.1001,98.4908,72.32,76,6,0.16,clear sky,2022-03-26 02:02:04
602,Sal Rei,CV,16.1833,-22.9167,67.59,76,65,10.54,broken clouds,2022-03-26 02:05:21
603,Tingi,TZ,-11.3,35.0333,63.66,94,93,3.31,overcast clouds,2022-03-26 02:05:58
604,Lewistown,US,40.5992,-77.5714,46.26,100,100,5.75,overcast clouds,2022-03-26 02:05:58
605,Weihai,CN,37.5017,122.1136,44.11,68,4,23.26,clear sky,2022-03-26 02:05:59
606,Arman,RU,59.7,150.1667,23.02,62,3,2.53,clear sky,2022-03-26 01:57:16
607,Kushmurun,KZ,52.4503,64.6311,21.18,90,86,12.48,overcast clouds,2022-03-26 02:05:59
608,Homestead,US,25.4687,-80.4776,72.0,76,20,1.99,few clouds,2022-03-26 02:06:00
609,Safaga,EG,26.7292,33.9365,58.93,56,0,20.92,clear sky,2022-03-26 02:06:00
610,Kyren,RU,51.6828,102.1408,20.25,64,5,1.68,clear sky,2022-03-26 02:06:04
611,Ust-Maya,RU,60.4167,134.5333,22.17,86,100,3.02,overcast clouds,2022-03-26 02:06:05
612,Margate,GB,51.3813,1.3862,47.7,81,0,1.99,clear sky,2022-03-26 01:52:58
613,Taganak,PH,6.0833,118.3,81.68,75,100,1.81,overcast clouds,2022-03-26 02:06:05
614,Mount Isa,AU,-20.7333,139.5,92.97,29,0,8.05,clear sky,2022-03-26 01:53:44
615,Nara,JP,34.6851,135.8049,59.5,71,100,3.58,light rain,2022-03-26 02:06:06
616,Tutoia,BR,-2.7619,-42.2744,77.79,88,99,7.7,moderate rain,2022-03-26 02:06:06
617,Burnie,AU,-41.0667,145.9167,65.41,71,6,6.69,clear sky,2022-03-26 02:06:06
618,Yagodnoye,RU,62.55,149.6667,6.57,83,67,2.95,broken clouds,2022-03-26 01:57:34
619,Kautokeino,NO,69.0125,23.0412,16.2,86,100,16.4,overcast clouds,2022-03-26 02:06:07
620,Aksay,RU,47.26,39.87,39.25,65,97,4.0,overcast clouds,2022-03-26 02:06:07
621,Oriximina,BR,-1.7656,-55.8661,77.25,84,91,2.73,overcast clouds,2022-03-26 02:06:08
622,Pilar,BR,-9.5972,-35.9567,75.13,92,28,2.39,scattered clouds,2022-03-26 02:01:30
623,Marystown,CA,47.1666,-55.1483,33.85,100,100,7.0,overcast clouds,2022-03-26 02:06:08
624,Baiquan,CN,47.5833,126.0833,31.82,86,60,4.5,broken clouds,2022-03-26 02:06:09
625,Benguela,AO,-12.5763,13.4055,77.22,85,91,1.86,overcast clouds,2022-03-26 02:06:09
626,Ejura,GH,7.3856,-1.3562,77.77,75,98,4.52,overcast clouds,2022-03-26 02:06:09
627,Cochabamba,BO,-17.3895,-66.1568,64.2,69,100,3.0,overcast clouds,2022-03-26 02:05:08
628,Santa Rosa,PH,14.3122,121.1114,88.11,68,27,9.93,scattered clouds,2022-03-26 02:06:10
629,San Alberto,CO,7.7611,-73.3922,79.92,78,66,4.21,broken clouds,2022-03-26 02:06:10
630,Zhigansk,RU,66.7697,123.3711,10.87,94,100,8.05,overcast clouds,2022-03-26 01:57:20
631,Santa Fe,AR,-31.6333,-60.7,65.01,77,3,3.0,light rain,2022-03-26 02:01:40
632,Lata,PT,40.1629,-8.3327,54.91,77,80,4.72,broken clouds,2022-03-26 02:00:06
633,Egvekinot,RU,66.3167,-179.1667,8.08,84,84,1.7,broken clouds,2022-03-26 01:58:26
634,Augusto Correa,BR,-1.0217,-46.635,74.28,97,100,2.86,light rain,2022-03-26 02:06:11
635,Puqi,CN,29.7167,113.8833,56.25,73,99,7.56,overcast clouds,2022-03-26 02:06:11
636,Pithiviers,FR,48.1667,2.25,46.81,78,0,7.74,clear sky,2022-03-26 02:06:12
637,Pemangkat,ID,1.1667,108.9667,83.25,71,92,2.98,overcast clouds,2022-03-26 02:06:12
638,Casper,US,42.8666,-106.3131,52.81,49,75,6.91,broken clouds,2022-03-26 02:06:12
639,Clyde River,CA,70.4692,-68.5914,-9.17,77,100,3.44,overcast clouds,2022-03-26 01:57:59
640,Winnipeg,CA,49.8844,-97.147,16.99,68,62,23.0,broken clouds,2022-03-26 02:02:56
641,Lufilufi,WS,-13.8745,-171.5986,82.18,77,98,16.67,light rain,2022-03-26 02:06:13
642,Soc Trang,VN,9.6033,105.98,88.02,57,0,5.82,clear sky,2022-03-26 02:06:13
643,Victor Harbor,AU,-35.5667,138.6167,66.0,73,0,7.96,clear sky,2022-03-26 02:06:14
644,Tacuati,PY,-23.45,-56.5833,62.55,65,79,2.48,broken clouds,2022-03-26 02:06:14
645,Novaya Ladoga,RU,60.1025,32.3019,35.78,88,99,17.0,overcast clouds,2022-03-26 02:06:14
646,Patiya,BD,22.2931,91.9762,80.56,68,79,7.81,broken clouds,2022-03-26 02:06:15
647,Westport,US,41.1415,-73.3579,52.09,61,34,1.01,scattered clouds,2022-03-26 01:57:50
648,Waddan,LY,29.1614,16.139,53.51,28,0,12.1,clear sky,2022-03-26 02:06:15
649,Siguiri,GN,11.6667,-9.5,83.62,33,20,4.18,few clouds,2022-03-26 02:06:15
650,Alta Floresta,BR,-9.8756,-56.0861,72.12,95,85,1.1,overcast clouds,2022-03-26 02:06:16
651,Ollioules,FR,43.1352,5.848,53.19,60,6,3.0,clear sky,2022-03-26 02:06:16
652,Cabrero,CL,-37.0333,-72.4,57.42,48,0,2.24,clear sky,2022-03-26 02:04:39
653,Matamoros,MX,25.5333,-103.25,75.31,6,40,5.75,scattered clouds,2022-03-26 02:06:16
654,The Valley,AI,18.217,-63.0578,77.09,73,3,19.19,clear sky,2022-03-26 01:57:21
655,Yantongshan,CN,43.2919,126.0094,45.68,51,100,6.46,overcast clouds,2022-03-26 02:06:17
656,Caravelas,BR,-17.7125,-39.2481,75.18,88,89,4.79,overcast clouds,2022-03-26 01:59:19
657,Lipin Bor,RU,60.2622,37.9763,33.73,98,100,12.62,snow,2022-03-26 02:06:18
658,Gat,IL,31.61,34.7642,51.4,100,24,3.98,few clouds,2022-03-26 01:56:55
659,Orlik,RU,52.5178,99.825,2.35,85,34,2.62,scattered clouds,2022-03-26 02:06:18
660,Paidha,UG,2.4167,30.9855,64.83,74,99,3.94,overcast clouds,2022-03-26 02:06:19
661,Kerema,PG,-7.9631,145.7785,84.72,71,98,7.47,overcast clouds,2022-03-26 02:06:19
